Fylkenummer;Fylkenavn;Kommunenummer;Kommunenavn;Stemmekretsnummer;Stemmekretsnavn;Partikode;Partinavn;Oppslutning prosentvis;Antall stemmeberettigede;Antall forhåndsstemmer;Antall valgtingstemmer;Antall stemmer totalt;Endring % siste tilsvarende valg;Endring % siste ekvivalente valg;Antall mandater;Antall utjevningsmandater;
14;Sogn og Fjordane;1426;Luster;;;A;Det norske Arbeiderparti;31,6;3968;231;686;917;-1,3;-4,9;8;0;
14;Sogn og Fjordane;1426;Luster;;;SV;Sosialistisk Venstreparti;2,2;3968;17;46;63;-1,4;-1,6;0;0;
14;Sogn og Fjordane;1426;Luster;;;SP;Senterpartiet;29;3968;162;680;842;5,4;-0,6;7;0;
14;Sogn og Fjordane;1426;Luster;;;KRF;Kristelig Folkeparti;6,9;3968;50;151;201;-8,2;-2,6;2;0;
14;Sogn og Fjordane;1426;Luster;;;V;Venstre;6,8;3968;52;145;197;1,7;5,1;2;0;
14;Sogn og Fjordane;1426;Luster;;;H;Høyre;11,4;3968;64;267;331;3,6;5,1;3;0;
14;Sogn og Fjordane;1426;Luster;;;FRP;Fremskrittspartiet;12;3968;56;293;349;0,2;-0,1;3;0;
14;Sogn og Fjordane;1428;Askvoll;;;A;Det norske Arbeiderparti;17,5;2380;63;212;275;-6,8;-7;4;0;
14;Sogn og Fjordane;1428;Askvoll;;;SV;Sosialistisk Venstreparti;3,2;2380;16;34;50;-0,2;-0,1;0;0;
14;Sogn og Fjordane;1428;Askvoll;;;SP;Senterpartiet;16,6;2380;45;216;261;-7,8;-16;4;0;
14;Sogn og Fjordane;1428;Askvoll;;;KRF;Kristelig Folkeparti;7,5;2380;27;91;118;-0,4;-0,6;2;0;
14;Sogn og Fjordane;1428;Askvoll;;;V;Venstre;24,3;2380;70;312;382;2,4;20,3;5;0;
14;Sogn og Fjordane;1428;Askvoll;;;H;Høyre;29,8;2380;93;376;469;18,6;18;6;0;
14;Sogn og Fjordane;1428;Askvoll;;;KYST;Kystpartiet;1,2;2380;3;16;19;-0,5;0,2;0;0;
14;Sogn og Fjordane;1429;Fjaler;;;A;Det norske Arbeiderparti;45,9;2076;71;562;633;9,5;18,1;11;0;
14;Sogn og Fjordane;1429;Fjaler;;;SV;Sosialistisk Venstreparti;5,7;2076;18;60;78;-4,7;-0,9;1;0;
14;Sogn og Fjordane;1429;Fjaler;;;SP;Senterpartiet;18,7;2076;33;224;257;1,8;-15,5;4;0;
14;Sogn og Fjordane;1429;Fjaler;;;KRF;Kristelig Folkeparti;4,7;2076;13;52;65;-0,4;-0,4;1;0;
14;Sogn og Fjordane;1429;Fjaler;;;V;Venstre;12,5;2076;30;142;172;-2;8,1;3;0;
14;Sogn og Fjordane;1429;Fjaler;;;H;Høyre;12,6;2076;22;151;173;-4,2;1,2;3;0;
14;Sogn og Fjordane;1430;Gaular;;;A;Det norske Arbeiderparti;12,2;2123;45;130;175;4,2;-9,6;3;0;
14;Sogn og Fjordane;1430;Gaular;;;SV;Sosialistisk Venstreparti;4,9;2123;26;44;70;0,7;0,1;1;0;
14;Sogn og Fjordane;1430;Gaular;;;SP;Senterpartiet;28,4;2123;76;333;409;-16,4;-8,7;6;0;
14;Sogn og Fjordane;1430;Gaular;;;KRF;Kristelig Folkeparti;13,2;2123;32;158;190;2,6;2;3;0;
14;Sogn og Fjordane;1430;Gaular;;;V;Venstre;4;2123;8;49;57;2,1;3,2;1;0;
14;Sogn og Fjordane;1430;Gaular;;;H;Høyre;37,4;2123;76;462;538;22,9;25;7;0;
14;Sogn og Fjordane;1431;Jølster;;;A;Det norske Arbeiderparti;20,8;2214;53;268;321;1,4;-2,7;5;0;
14;Sogn og Fjordane;1431;Jølster;;;SV;Sosialistisk Venstreparti;6,9;2214;23;84;107;1,2;1,4;2;0;
14;Sogn og Fjordane;1431;Jølster;;;SP;Senterpartiet;31,7;2214;77;413;490;-2;-4,6;8;0;
14;Sogn og Fjordane;1431;Jølster;;;KRF;Kristelig Folkeparti;6,7;2214;29;74;103;-1,4;-2,7;2;0;
14;Sogn og Fjordane;1431;Jølster;;;V;Venstre;15,2;2214;25;209;234;0,2;12,4;4;0;
14;Sogn og Fjordane;1431;Jølster;;;H;Høyre;13,4;2214;30;177;207;4,9;3,4;3;0;
14;Sogn og Fjordane;1431;Jølster;;;FRP;Fremskrittspartiet;5,3;2214;14;68;82;-4,1;-6;1;0;
14;Sogn og Fjordane;1432;Førde;;;A;Det norske Arbeiderparti;26,5;8908;313;1169;1482;1,8;-4,6;7;0;
14;Sogn og Fjordane;1432;Førde;;;SV;Sosialistisk Venstreparti;9,8;8908;120;425;545;-0,8;2,4;3;0;
14;Sogn og Fjordane;1432;Førde;;;SP;Senterpartiet;10,9;8908;110;500;610;-10,3;-8,7;3;0;
14;Sogn og Fjordane;1432;Førde;;;KRF;Kristelig Folkeparti;8,4;8908;122;346;468;0,9;0,3;2;0;
14;Sogn og Fjordane;1432;Førde;;;V;Venstre;9,1;8908;83;426;509;1,7;5,6;2;0;
14;Sogn og Fjordane;1432;Førde;;;H;Høyre;28;8908;282;1283;1565;10;13,4;8;0;
14;Sogn og Fjordane;1432;Førde;;;FRP;Fremskrittspartiet;7,3;8908;77;330;407;-1,4;-6,7;2;0;
14;Sogn og Fjordane;1433;Naustdal;;;A;Det norske Arbeiderparti;28,7;2051;75;349;424;-0,3;2,8;6;0;
14;Sogn og Fjordane;1433;Naustdal;;;SV;Sosialistisk Venstreparti;7;2051;23;81;104;0,2;-1,2;2;0;
14;Sogn og Fjordane;1433;Naustdal;;;RØDT;Rødt;3,9;2051;7;50;57;-1,1;2,6;1;0;
14;Sogn og Fjordane;1433;Naustdal;;;SP;Senterpartiet;19,3;2051;39;246;285;-2,7;-8,6;4;0;
14;Sogn og Fjordane;1433;Naustdal;;;KRF;Kristelig Folkeparti;5,3;2051;15;63;78;-1,6;-2,2;1;0;
14;Sogn og Fjordane;1433;Naustdal;;;V;Venstre;10,8;2051;29;130;159;10,8;9,1;2;0;
14;Sogn og Fjordane;1433;Naustdal;;;H;Høyre;20,7;2051;58;248;306;-9,7;6,5;4;0;
14;Sogn og Fjordane;1433;Naustdal;;;FRP;Fremskrittspartiet;4,5;2051;18;48;66;4,5;-8,7;1;0;
14;Sogn og Fjordane;1438;Bremanger;;;A;Det norske Arbeiderparti;25,6;2955;173;319;492;-22,6;-1,6;6;0;
14;Sogn og Fjordane;1438;Bremanger;;;SV;Sosialistisk Venstreparti;5,9;2955;58;55;113;0;-1;1;0;
14;Sogn og Fjordane;1438;Bremanger;;;SP;Senterpartiet;21,2;2955;93;315;408;8;-0,3;5;0;
14;Sogn og Fjordane;1438;Bremanger;;;KRF;Kristelig Folkeparti;5,5;2955;25;81;106;-1,2;-1,2;1;0;
14;Sogn og Fjordane;1438;Bremanger;;;V;Venstre;9,7;2955;30;157;187;6,1;7,4;2;0;
14;Sogn og Fjordane;1438;Bremanger;;;H;Høyre;22,8;2955;142;297;439;9,3;10,3;6;0;
14;Sogn og Fjordane;1438;Bremanger;;;FRP;Fremskrittspartiet;9,3;2955;68;110;178;0,5;-12,4;2;0;
14;Sogn og Fjordane;1439;Vågsøy;;;A;Det norske Arbeiderparti;10,8;4611;72;240;312;-11;-13,8;3;0;
14;Sogn og Fjordane;1439;Vågsøy;;;SV;Sosialistisk Venstreparti;5,3;4611;40;113;153;2;2,5;1;0;
14;Sogn og Fjordane;1439;Vågsøy;;;SP;Senterpartiet;16,3;4611;91;377;468;-8,5;3,6;4;0;
14;Sogn og Fjordane;1439;Vågsøy;;;KRF;Kristelig Folkeparti;6,5;4611;46;140;186;6,5;-0,3;2;0;
14;Sogn og Fjordane;1439;Vågsøy;;;V;Venstre;14,8;4611;84;341;425;-1,4;11,7;4;0;
14;Sogn og Fjordane;1439;Vågsøy;;;H;Høyre;29,8;4611;227;632;859;17,4;12,6;8;0;
14;Sogn og Fjordane;1439;Vågsøy;;;FRP;Fremskrittspartiet;13,4;4611;115;270;385;-0,8;-14,4;4;0;
14;Sogn og Fjordane;1439;Vågsøy;;;B;Bryggjalista;3,1;4611;6;84;90;-0,3;3,1;1;0;
14;Sogn og Fjordane;1441;Selje;;;A;Det norske Arbeiderparti;4,2;2170;16;41;57;-18;-15,1;1;0;
14;Sogn og Fjordane;1441;Selje;;;SP;Senterpartiet;7;2170;24;70;94;-6,5;-9,2;1;0;
14;Sogn og Fjordane;1441;Selje;;;KRF;Kristelig Folkeparti;17,3;2170;45;189;234;-1,7;5,8;3;0;
14;Sogn og Fjordane;1441;Selje;;;V;Venstre;3,9;2170;10;42;52;3,9;1,6;0;0;
14;Sogn og Fjordane;1441;Selje;;;H;Høyre;16,9;2170;44;184;228;-0,5;5,1;3;0;
14;Sogn og Fjordane;1441;Selje;;;FRP;Fremskrittspartiet;21,9;2170;69;226;295;0,1;-13,2;4;0;
14;Sogn og Fjordane;1441;Selje;;;SELTL;Tverrpolitisk liste;28,8;2170;72;317;389;28,8;28,8;5;0;
14;Sogn og Fjordane;1443;Eid;;;A;Det norske Arbeiderparti;8,5;4472;69;203;272;-17,9;-14,5;2;0;
14;Sogn og Fjordane;1443;Eid;;;SV;Sosialistisk Venstreparti;2,7;4472;25;61;86;-2,3;-3,6;1;0;
14;Sogn og Fjordane;1443;Eid;;;SP;Senterpartiet;20,9;4472;81;586;667;-1,7;-6,1;6;0;
14;Sogn og Fjordane;1443;Eid;;;KRF;Kristelig Folkeparti;5,2;4472;41;124;165;-1,6;0,1;1;0;
14;Sogn og Fjordane;1443;Eid;;;V;Venstre;44;4472;318;1088;1406;31,9;33,1;13;0;
14;Sogn og Fjordane;1443;Eid;;;H;Høyre;13,3;4472;83;342;425;-6,7;2,7;4;0;
14;Sogn og Fjordane;1443;Eid;;;FRP;Fremskrittspartiet;5,4;4472;50;123;173;-1,7;-10,9;2;0;
14;Sogn og Fjordane;1444;Hornindal;;;A;Det norske Arbeiderparti;11,4;900;15;62;77;-7;-7,3;2;0;
14;Sogn og Fjordane;1444;Hornindal;;;SP;Senterpartiet;37,7;900;34;221;255;10,9;-2,9;6;0;
14;Sogn og Fjordane;1444;Hornindal;;;V;Venstre;18,8;900;25;102;127;-3,6;13,5;3;0;
14;Sogn og Fjordane;1444;Hornindal;;;H;Høyre;32,2;900;35;183;218;-0,4;12,5;6;0;
14;Sogn og Fjordane;1445;Gloppen;;;A;Det norske Arbeiderparti;9,9;4349;73;230;303;-1,4;-4;3;0;
14;Sogn og Fjordane;1445;Gloppen;;;SV;Sosialistisk Venstreparti;5,2;4349;41;118;159;-1,4;0,1;1;0;
14;Sogn og Fjordane;1445;Gloppen;;;SP;Senterpartiet;34,2;4349;169;875;1044;-13,6;-12,6;9;0;
14;Sogn og Fjordane;1445;Gloppen;;;KRF;Kristelig Folkeparti;12;4349;76;289;365;0;0,3;3;0;
14;Sogn og Fjordane;1445;Gloppen;;;V;Venstre;6,2;4349;52;138;190;1,3;3,5;2;0;
14;Sogn og Fjordane;1445;Gloppen;;;H;Høyre;19,1;4349;115;467;582;6,7;10;5;0;
14;Sogn og Fjordane;1445;Gloppen;;;SAMDEM;Samfunnsdemokratane;13,3;4349;67;339;406;13,3;13,3;4;0;
14;Sogn og Fjordane;1449;Stryn;;;A;Det norske Arbeiderparti;17,7;5146;102;462;564;-11,1;-4;4;0;
14;Sogn og Fjordane;1449;Stryn;;;SP;Senterpartiet;28,5;5146;112;795;907;-0,8;-3,5;7;0;
14;Sogn og Fjordane;1449;Stryn;;;KRF;Kristelig Folkeparti;8,4;5146;35;233;268;-1,1;0,8;2;0;
14;Sogn og Fjordane;1449;Stryn;;;V;Venstre;6,3;5146;34;166;200;1,8;3,6;2;0;
14;Sogn og Fjordane;1449;Stryn;;;H;Høyre;31,9;5146;138;879;1017;19,4;17,6;8;0;
14;Sogn og Fjordane;1449;Stryn;;;FRP;Fremskrittspartiet;7,2;5146;37;192;229;-4,7;-9,9;2;0;
15;Møre og Romsdal;1502;Molde;;;A;Det norske Arbeiderparti;18;19410;495;1693;2188;-3,4;-15,3;9;0;
15;Møre og Romsdal;1502;Molde;;;SV;Sosialistisk Venstreparti;5,6;19410;190;488;678;-3,5;-0,9;3;0;
15;Møre og Romsdal;1502;Molde;;;RØDT;Rødt;0,7;19410;25;59;84;0,7;0,2;0;0;
15;Møre og Romsdal;1502;Molde;;;SP;Senterpartiet;6;19410;112;619;731;-2,5;0,7;3;0;
15;Møre og Romsdal;1502;Molde;;;KRF;Kristelig Folkeparti;8,8;19410;247;827;1074;-0,9;1,2;4;0;
15;Møre og Romsdal;1502;Molde;;;V;Venstre;12,5;19410;261;1253;1514;6,4;7,8;6;0;
15;Møre og Romsdal;1502;Molde;;;H;Høyre;36,8;19410;982;3484;4466;9,6;16,8;17;0;
15;Møre og Romsdal;1502;Molde;;;FRP;Fremskrittspartiet;11,1;19410;303;1050;1353;-6,2;-10,4;5;0;
15;Møre og Romsdal;1502;Molde;;;DEMN;Demokratene i Norge;0,1;19410;2;14;16;0,1;0,1;0;0;
15;Møre og Romsdal;1502;Molde;;;KYST;Kystpartiet;0,4;19410;7;38;45;-0,2;0,3;0;0;
15;Møre og Romsdal;1504;Ålesund;;;A;Det norske Arbeiderparti;23,3;34535;1819;2941;4760;3;-4,8;12;0;
15;Møre og Romsdal;1504;Ålesund;;;SV;Sosialistisk Venstreparti;2,6;34535;210;322;532;-2,6;-1,1;1;0;
15;Møre og Romsdal;1504;Ålesund;;;RØDT;Rødt;0,8;34535;63;108;171;-0,3;0,4;0;0;
15;Møre og Romsdal;1504;Ålesund;;;SP;Senterpartiet;1,3;34535;91;166;257;-1,6;-1,1;0;0;
15;Møre og Romsdal;1504;Ålesund;;;KRF;Kristelig Folkeparti;9,4;34535;611;1307;1918;-2,2;1,1;5;0;
15;Møre og Romsdal;1504;Ålesund;;;V;Venstre;7,4;34535;457;1052;1509;2,2;3,7;4;0;
15;Møre og Romsdal;1504;Ålesund;;;H;Høyre;28;34535;2275;3447;5722;10,6;7,3;14;0;
15;Møre og Romsdal;1504;Ålesund;;;FRP;Fremskrittspartiet;21,7;34535;1777;2669;4446;-5;-10,4;11;0;
15;Møre og Romsdal;1504;Ålesund;;;DEMN;Demokratene i Norge;0,2;34535;14;27;41;-0,2;0,1;0;0;
15;Møre og Romsdal;1504;Ålesund;;;PP;Pensjonistpartiet;1,1;34535;82;138;220;1,1;1,1;0;0;
15;Møre og Romsdal;1504;Ålesund;;;TVPÅL;Tverrpolitisk liste for Ålesund;4,3;34535;261;627;888;4,3;4,3;2;0;
15;Møre og Romsdal;1505;Kristiansund;;;A;Det norske Arbeiderparti;50,8;18335;1200;4530;5730;4,7;5,4;23;0;
15;Møre og Romsdal;1505;Kristiansund;;;SV;Sosialistisk Venstreparti;2;18335;50;180;230;-0,4;-1,6;1;0;
15;Møre og Romsdal;1505;Kristiansund;;;RØDT;Rødt;2,2;18335;54;191;245;0,1;1;1;0;
15;Møre og Romsdal;1505;Kristiansund;;;SP;Senterpartiet;2,4;18335;40;228;268;-3,2;-0,3;1;0;
15;Møre og Romsdal;1505;Kristiansund;;;KRF;Kristelig Folkeparti;3;18335;74;266;340;-0,3;0,5;1;0;
15;Møre og Romsdal;1505;Kristiansund;;;V;Venstre;4,7;18335;100;435;535;0,8;1,6;2;0;
15;Møre og Romsdal;1505;Kristiansund;;;H;Høyre;16,9;18335;354;1550;1904;-1;3,5;8;0;
15;Møre og Romsdal;1505;Kristiansund;;;FRP;Fremskrittspartiet;17,4;18335;459;1500;1959;-1,2;-10,2;8;0;
15;Møre og Romsdal;1505;Kristiansund;;;DEMN;Demokratene i Norge;0,2;18335;0;19;19;0,2;0,1;0;0;
15;Møre og Romsdal;1505;Kristiansund;;;MDG;Miljøpartiet De Grønne;0,4;18335;11;39;50;0,4;0,3;0;0;
15;Møre og Romsdal;1511;Vanylven;;;A;Det norske Arbeiderparti;17,9;2693;75;242;317;1,1;-7,9;4;0;
15;Møre og Romsdal;1511;Vanylven;;;SP;Senterpartiet;22,3;2693;64;331;395;8,2;7;4;0;
15;Møre og Romsdal;1511;Vanylven;;;KRF;Kristelig Folkeparti;18,5;2693;48;280;328;-6,2;7,9;4;0;
15;Møre og Romsdal;1511;Vanylven;;;V;Venstre;7,8;2693;28;111;139;-1,1;5,1;2;0;
15;Møre og Romsdal;1511;Vanylven;;;H;Høyre;13;2693;45;185;230;3,2;1,4;3;0;
15;Møre og Romsdal;1511;Vanylven;;;FRP;Fremskrittspartiet;20,6;2693;61;304;365;1,2;-8,5;4;0;
15;Møre og Romsdal;1514;Sande;;;A;Det norske Arbeiderparti;10,5;1938;40;101;141;2,1;-10,6;2;0;
15;Møre og Romsdal;1514;Sande;;;SP;Senterpartiet;9,6;1938;21;108;129;-7,5;-2,2;2;0;
15;Møre og Romsdal;1514;Sande;;;KRF;Kristelig Folkeparti;6;1938;19;61;80;-2,8;-4,7;1;0;
15;Møre og Romsdal;1514;Sande;;;V;Venstre;7;1938;14;80;94;7;3,4;2;0;
15;Møre og Romsdal;1514;Sande;;;H;Høyre;37,1;1938;54;444;498;10,6;18,8;8;0;
15;Møre og Romsdal;1514;Sande;;;FRP;Fremskrittspartiet;10,1;1938;35;101;136;-4,3;-21;2;0;
15;Møre og Romsdal;1514;Sande;;;TVLKS_V;Tverrpolitisk liste for Kvamsøy, Sandsøy og Voksa;19,6;1938;27;236;263;-3;19,6;4;0;
15;Møre og Romsdal;1515;Herøy;;;A;Det norske Arbeiderparti;17,3;6433;123;564;687;2,5;-5,2;6;0;
15;Møre og Romsdal;1515;Herøy;;;SV;Sosialistisk Venstreparti;1,4;6433;18;39;57;1,4;-0,2;0;0;
15;Møre og Romsdal;1515;Herøy;;;KRF;Kristelig Folkeparti;16;6433;102;533;635;-0,6;1,7;5;0;
15;Møre og Romsdal;1515;Herøy;;;V;Venstre;2,4;6433;8;86;94;-0,1;0,3;1;0;
15;Møre og Romsdal;1515;Herøy;;;H;Høyre;45,1;6433;305;1490;1795;1,1;24,1;15;0;
15;Møre og Romsdal;1515;Herøy;;;FRP;Fremskrittspartiet;9,4;6433;102;273;375;-1,6;-24,5;3;0;
15;Møre og Romsdal;1515;Herøy;;;FLSP;Folkelista/Senterpartiet;8,4;6433;44;292;336;8,4;8,4;3;0;
15;Møre og Romsdal;1516;Ulstein;;;A;Det norske Arbeiderparti;22,1;5324;123;661;784;-4;-1,9;6;0;
15;Møre og Romsdal;1516;Ulstein;;;SV;Sosialistisk Venstreparti;2,7;5324;16;79;95;-1,2;-0,2;0;0;
15;Møre og Romsdal;1516;Ulstein;;;SP;Senterpartiet;5,3;5324;19;169;188;-1;-0,3;1;0;
15;Møre og Romsdal;1516;Ulstein;;;KRF;Kristelig Folkeparti;10,5;5324;89;283;372;-4,5;-2,2;3;0;
15;Møre og Romsdal;1516;Ulstein;;;V;Venstre;11,9;5324;50;372;422;6,1;8,5;3;0;
15;Møre og Romsdal;1516;Ulstein;;;H;Høyre;32,1;5324;163;973;1136;10;9,7;8;0;
15;Møre og Romsdal;1516;Ulstein;;;FRP;Fremskrittspartiet;14,3;5324;92;415;507;-5,2;-13,7;4;0;
15;Møre og Romsdal;1516;Ulstein;;;KSP;Kristent Samlingsparti;1;5324;10;26;36;-0,3;0,5;0;0;
15;Møre og Romsdal;1517;Hareid;;;A;Det norske Arbeiderparti;10,5;3665;55;195;250;-2,9;-12,9;2;0;
15;Møre og Romsdal;1517;Hareid;;;SV;Sosialistisk Venstreparti;3,2;3665;26;50;76;0;-0,3;0;0;
15;Møre og Romsdal;1517;Hareid;;;KRF;Kristelig Folkeparti;7,2;3665;37;133;170;2;-2,1;2;0;
15;Møre og Romsdal;1517;Hareid;;;V;Venstre;11,8;3665;59;222;281;-4,1;7,6;3;0;
15;Møre og Romsdal;1517;Hareid;;;H;Høyre;22,8;3665;97;445;542;4,5;5,8;5;0;
15;Møre og Romsdal;1517;Hareid;;;FRP;Fremskrittspartiet;18,7;3665;96;349;445;-1,3;-14,2;4;0;
15;Møre og Romsdal;1517;Hareid;;;KSP;Kristent Samlingsparti;0,9;3665;1;20;21;0,9;0,5;0;0;
15;Møre og Romsdal;1517;Hareid;;;FOHAR;Folkelista for Hareid kommune;24,8;3665;68;522;590;1;24,8;5;0;
15;Møre og Romsdal;1519;Volda;;;A;Det norske Arbeiderparti;14,3;6518;151;518;669;-1,3;-10,9;4;0;
15;Møre og Romsdal;1519;Volda;;;SV;Sosialistisk Venstreparti;7,9;6518;96;273;369;-3,2;0,5;2;0;
15;Møre og Romsdal;1519;Volda;;;SP;Senterpartiet;11,1;6518;83;436;519;-8,6;-0,7;3;0;
15;Møre og Romsdal;1519;Volda;;;KRF;Kristelig Folkeparti;18,1;6518;171;675;846;-0,8;4,8;5;0;
15;Møre og Romsdal;1519;Volda;;;V;Venstre;11,2;6518;100;425;525;4;6,3;3;0;
15;Møre og Romsdal;1519;Volda;;;H;Høyre;14,1;6518;112;548;660;3,8;0,9;4;0;
15;Møre og Romsdal;1519;Volda;;;FRP;Fremskrittspartiet;16,4;6518;141;626;767;-0,8;-6,1;4;0;
15;Møre og Romsdal;1519;Volda;;;FERJA;Ferja/Stigedalen (Ferjelista);6,8;6518;55;265;320;6,8;6,8;2;0;
15;Møre og Romsdal;1520;Ørsta;;;A;Det norske Arbeiderparti;22,2;7939;191;955;1146;-0,7;-5,1;7;0;
15;Møre og Romsdal;1520;Ørsta;;;SV;Sosialistisk Venstreparti;2,6;7939;29;105;134;-2,7;-2,2;1;0;
15;Møre og Romsdal;1520;Ørsta;;;SP;Senterpartiet;15,9;7939;97;722;819;-4,4;2,7;5;0;
15;Møre og Romsdal;1520;Ørsta;;;KRF;Kristelig Folkeparti;10,7;7939;108;442;550;-0,1;1,4;4;0;
15;Møre og Romsdal;1520;Ørsta;;;V;Venstre;6,8;7939;77;276;353;1,5;2,7;2;0;
15;Møre og Romsdal;1520;Ørsta;;;H;Høyre;22,8;7939;180;997;1177;17,2;10;8;0;
15;Møre og Romsdal;1520;Ørsta;;;FRP;Fremskrittspartiet;19;7939;142;841;983;-10,8;-8,3;6;0;
15;Møre og Romsdal;1523;Ørskog;;;A;Det norske Arbeiderparti;23,2;1658;49;212;261;1,4;-6;4;0;
15;Møre og Romsdal;1523;Ørskog;;;SP;Senterpartiet;20,3;1658;21;207;228;20,3;10,9;4;0;
15;Møre og Romsdal;1523;Ørskog;;;H;Høyre;12,4;1658;21;118;139;-7,6;-4,4;2;0;
15;Møre og Romsdal;1523;Ørskog;;;FRP;Fremskrittspartiet;31,2;1658;45;306;351;6;3,3;5;0;
15;Møre og Romsdal;1523;Ørskog;;;ØR_KRF_V;Ørskog KRF - Ørskog V;12,9;1658;24;121;145;12,9;12,9;2;0;
15;Møre og Romsdal;1524;Norddal;;;A;Det norske Arbeiderparti;27,4;1321;59;186;245;7,1;5,9;6;0;
15;Møre og Romsdal;1524;Norddal;;;SV;Sosialistisk Venstreparti;3,1;1321;7;21;28;3,1;-2,7;0;0;
15;Møre og Romsdal;1524;Norddal;;;SP;Senterpartiet;14,7;1321;30;101;131;-9,9;-14,4;3;0;
15;Møre og Romsdal;1524;Norddal;;;FRP;Fremskrittspartiet;6;1321;17;37;54;-1,8;-15,5;1;0;
15;Møre og Romsdal;1524;Norddal;;;NOLI;Norddalslista;31,9;1321;59;226;285;0,7;31,9;7;0;
15;Møre og Romsdal;1524;Norddal;;;TVLN;Tverpolitisk liste for Norddal;16,8;1321;29;121;150;3,1;16,8;4;0;
15;Møre og Romsdal;1525;Stranda;;;A;Det norske Arbeiderparti;11,1;3467;81;189;270;2,2;-13,5;3;0;
15;Møre og Romsdal;1525;Stranda;;;SV;Sosialistisk Venstreparti;2,1;3467;19;32;51;-1,2;-0,8;0;0;
15;Møre og Romsdal;1525;Stranda;;;SP;Senterpartiet;30,2;3467;162;570;732;12,9;15,1;8;0;
15;Møre og Romsdal;1525;Stranda;;;KRF;Kristelig Folkeparti;6,6;3467;40;120;160;-0,8;-2,5;2;0;
15;Møre og Romsdal;1525;Stranda;;;V;Venstre;5,2;3467;24;102;126;-1,6;-0,3;1;0;
15;Møre og Romsdal;1525;Stranda;;;H;Høyre;11,7;3467;74;209;283;4;-2,5;3;0;
15;Møre og Romsdal;1525;Stranda;;;FRP;Fremskrittspartiet;33,2;3467;200;605;805;-14,3;5,7;8;0;
15;Møre og Romsdal;1526;Stordal;;;A;Det norske Arbeiderparti;22,2;741;25;82;107;6,9;-3,5;4;0;
15;Møre og Romsdal;1526;Stordal;;;SP;Senterpartiet;11,4;741;7;48;55;-4,1;-3,2;2;0;
15;Møre og Romsdal;1526;Stordal;;;KRF;Kristelig Folkeparti;8,3;741;7;33;40;-3,1;2,7;1;0;
15;Møre og Romsdal;1526;Stordal;;;H;Høyre;48,6;741;34;200;234;4,4;26;7;0;
15;Møre og Romsdal;1526;Stordal;;;FRP;Fremskrittspartiet;9,4;741;4;41;45;-4,2;-17,4;1;0;
15;Møre og Romsdal;1528;Sykkylven;;;A;Det norske Arbeiderparti;18,6;5794;123;564;687;3,9;-4,5;6;0;
15;Møre og Romsdal;1528;Sykkylven;;;SV;Sosialistisk Venstreparti;3,2;5794;29;91;120;-1,8;-0,4;1;0;
15;Møre og Romsdal;1528;Sykkylven;;;SP;Senterpartiet;10,7;5794;29;366;395;-2,7;1,8;3;0;
15;Møre og Romsdal;1528;Sykkylven;;;KRF;Kristelig Folkeparti;11;5794;71;336;407;-7,2;0,9;3;0;
15;Møre og Romsdal;1528;Sykkylven;;;V;Venstre;8;5794;44;254;298;1,8;3,3;2;0;
15;Møre og Romsdal;1528;Sykkylven;;;H;Høyre;24,9;5794;118;804;922;7,5;7;7;0;
15;Møre og Romsdal;1528;Sykkylven;;;FRP;Fremskrittspartiet;23,6;5794;107;766;873;-1,5;-7;7;0;
15;Møre og Romsdal;1529;Skodje;;;A;Det norske Arbeiderparti;18,5;3027;57;292;349;-1,2;-4,7;4;0;
15;Møre og Romsdal;1529;Skodje;;;SP;Senterpartiet;18,8;3027;48;308;356;-2,5;11,7;4;0;
15;Møre og Romsdal;1529;Skodje;;;KRF;Kristelig Folkeparti;11,8;3027;35;188;223;11,8;1;2;0;
15;Møre og Romsdal;1529;Skodje;;;V;Venstre;7,6;3027;12;132;144;0,2;4,7;2;0;
15;Møre og Romsdal;1529;Skodje;;;H;Høyre;20,4;3027;52;333;385;4,1;3,4;4;0;
15;Møre og Romsdal;1529;Skodje;;;FRP;Fremskrittspartiet;22,9;3027;45;388;433;-12,3;-11,9;5;0;
15;Møre og Romsdal;1531;Sula;;;A;Det norske Arbeiderparti;16,4;5998;105;504;609;-0,6;-9,3;5;0;
15;Møre og Romsdal;1531;Sula;;;SP;Senterpartiet;1,9;5998;10;60;70;-0,6;-0,3;0;0;
15;Møre og Romsdal;1531;Sula;;;KRF;Kristelig Folkeparti;12,1;5998;56;393;449;-1;-1;4;0;
15;Møre og Romsdal;1531;Sula;;;V;Venstre;6,5;5998;38;204;242;3,1;3,9;2;0;
15;Møre og Romsdal;1531;Sula;;;H;Høyre;18,6;5998;98;595;693;10,1;1,3;5;0;
15;Møre og Romsdal;1531;Sula;;;FRP;Fremskrittspartiet;30,1;5998;151;968;1119;-6;-5,4;9;0;
15;Møre og Romsdal;1531;Sula;;;UAVH;Sulalista, partipolitisk uavhengig liste for Sula;14,5;5998;57;484;541;-4,9;14,5;4;0;
15;Møre og Romsdal;1532;Giske;;;A;Det norske Arbeiderparti;10,9;5226;64;304;368;1,1;-9,3;3;0;
15;Møre og Romsdal;1532;Giske;;;SP;Senterpartiet;5,5;5226;29;159;188;1,3;0,3;1;0;
15;Møre og Romsdal;1532;Giske;;;KRF;Kristelig Folkeparti;36,2;5226;182;1045;1227;-6,9;17,2;8;0;
